Season,Position,AllTeam,PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,+/-
1314,0,0,Jae Crowder,DAL,23,78,47,31,16.1,4.6,1.7,3.8,43.9,0.6,1.9,33.1,0.6,0.8,75.4,0.6,1.9,2.5,0.8,0.5,0.8,0.3,1.3,0,0,3.1
1314,0,0,MarShon Brooks,LAL,25,35,13,22,9,4.5,1.6,3.6,45.6,0.4,0.7,52,0.9,1.3,72.7,0.3,1.3,1.5,0.7,0.7,0.4,0.1,0.6,0,0,0.7
1314,0,0,Jason Terry,BKN,36,35,17,18,16.3,4.5,1.6,4.3,36.2,1.1,2.9,37.9,0.3,0.4,66.7,0.1,0.9,1.1,1.6,0.8,0.4,0,1.4,0,0,-1.9
1314,0,0,Tony Snell,CHI,22,77,46,31,16,4.5,1.7,4.4,38.4,0.7,2.3,32,0.4,0.5,75.6,0.2,1.4,1.6,0.9,0.6,0.4,0.2,1.1,0,0,-1.5
1314,0,0,Rashard Lewis,MIA,34,60,41,19,16.2,4.5,1.6,3.9,41.5,0.8,2.2,34.3,0.4,0.6,78.8,0.4,1.4,1.8,1,0.6,0.9,0.1,1.5,0,0,0.9
1314,0,0,Darius Miller,NOP,24,45,14,31,16.1,4.4,1.6,3.7,44,0.6,1.7,32.5,0.6,0.8,80.6,0.2,1,1.2,1,0.5,0.5,0.2,2,0,0,1.1
1314,0,0,Vitor Faverani,BOS,26,37,13,24,13.2,4.4,1.7,4,43.5,0.3,1.1,30,0.6,1,64.9,1.1,2.3,3.5,0.4,1.1,0.4,0.7,2,1,0,-2.7
1314,0,0,Gustavo Ayon,ATL,29,26,12,14,16.5,4.3,2,3.9,51,0,0,0,0.3,0.8,40,1.6,3.2,4.8,1.1,1.1,1,0.4,1.8,1,0,-1
1314,0,0,Kenyon Martin,NYK,36,32,13,19,19.8,4.3,2,3.8,51.2,0,0,0,0.3,0.6,57.9,1.1,3.1,4.2,1.6,0.8,0.8,0.8,2.7,0,0,1
1314,0,0,Carl Landry,SAC,30,18,5,13,12.9,4.2,1.7,3.3,51.7,0,0,0,0.8,0.9,82.4,0.8,2.3,3.2,0.3,0.5,0.2,0.1,1.9,0,0,-3.7
1314,0,0,Jonas Jerebko,DET,27,64,23,41,11.6,4.2,1.5,3.3,47.1,0.5,1.2,41.9,0.7,0.9,72.9,0.8,1.9,2.7,0.6,0.7,0.3,0.1,1.3,0,0,-1.4
1314,0,0,Mike Harris,UTA,31,20,1,19,11.2,4.2,1.5,3.1,47.5,0,0.1,0,1.3,1.4,96.3,0.8,0.9,1.7,0.3,0.6,0.8,0.4,1.8,0,0,0.7
1314,0,0,Byron Mullens,PHI,25,45,16,29,9.2,4.2,1.6,3.7,44.2,0.7,2,37.1,0.2,0.4,50,0.5,1.5,2,0.3,0.6,0.3,0.2,1.4,0,0,-3.1
1314,0,0,Anthony Bennett,CLE,21,52,20,32,12.7,4.2,1.5,4.3,35.6,0.3,1,24.5,0.8,1.3,63.8,0.9,2,3,0.3,0.9,0.4,0.2,1.8,2,0,-1.6
1314,0,0,Nick Collison,OKC,33,81,58,23,16.7,4.2,1.7,3,55.6,0,0.2,23.5,0.8,1.1,71,1.4,2.2,3.6,1.3,0.9,0.4,0.3,2.3,0,0,4.1
1314,0,0,Jorge Gutierrez,BKN,25,15,8,7,16.3,4.1,1.7,3.6,46.3,0.2,0.8,25,0.6,0.8,75,0.2,1.3,1.5,2,0.9,0.7,0.1,2.5,0,0,-2.5
1314,0,0,Jarvis Varnado,PHI,26,24,5,19,14.1,4.1,1.5,2.5,60,0,0,0,1.1,2.2,51.9,0.8,1.8,2.6,0.5,0.4,0.4,1.2,2.6,0,0,-3.9
1314,0,0,Shane Battier,MIA,35,73,49,24,20.1,4.1,1.4,3.8,38.2,1,2.9,34.8,0.2,0.3,65.2,0.5,1.4,1.9,0.9,0.3,0.7,0.5,1.7,0,0,2.7
1314,0,0,Will Barton,POR,23,41,27,14,9.4,4,1.6,3.8,41.7,0.2,0.8,30.3,0.6,0.8,81.3,0.4,1.4,1.8,0.8,0.4,0.2,0.2,0.8,2,0,-0.4
1314,0,0,Josh Powell,HOU,31,1,0,1,19.4,4,2,6,33.3,0,0,0,0,0,0,0,5,5,0,1,0,1,1,0,0,-7
1314,0,0,Alonzo Gee,CLE,27,65,29,36,15.7,4,1.5,3.6,41.5,0.3,0.9,32.8,0.7,0.9,70.5,0.5,1.8,2.3,0.7,0.7,0.6,0.2,1.5,0,0,-3.5
1314,0,0,Alexey Shved,MIN,25,63,28,35,10.5,4,1.2,3.8,32.1,0.5,1.6,29.4,1.1,1.4,75.6,0.3,1,1.3,1.1,0.8,0.4,0.3,0.6,0,0,-0.6
1314,0,0,Reggie Evans,SAC,34,54,18,36,16.6,4,1.3,2.8,47.3,0,0,0,1.3,2.4,55.4,2.1,4.1,6.2,0.4,1.1,0.7,0.1,2.2,2,0,-1.8
1314,0,0,Darius Morris,MEM,23,27,16,11,11.6,4,1.4,3.6,40.6,0.4,1.4,31.6,0.6,1,65.4,0.3,0.7,1,1.6,1,0.5,0,1.2,0,0,-2.4
1314,0,0,Toney Douglas,MIA,28,51,33,18,13.2,4,1.4,3.7,38.4,0.6,2,30.4,0.5,0.7,73.5,0.4,1.4,1.7,1.3,0.7,0.4,0.1,1.6,0,0,-0.3
1314,0,0,Tyshawn Taylor,BKN,24,23,11,12,11.7,3.9,1.3,4,34.1,0.1,0.5,25,1,1.3,80,0.1,0.5,0.7,1.6,1.3,0.5,0,1.3,1,0,-5.8
1314,0,0,Shabazz Muhammad,MIN,21,37,21,16,7.8,3.9,1.5,3.4,46,0.1,0.3,27.3,0.7,1.1,65,0.6,0.8,1.4,0.2,0.4,0.2,0,0.6,0,0,-2.1
1314,0,0,Pablo Prigioni,NYK,37,66,29,37,19.4,3.8,1.3,2.9,46.1,1,2.1,46.4,0.2,0.2,91.7,0.5,1.4,2,3.5,0.9,1,0,2,0,0,0.5
1314,0,0,Antawn Jamison,LAC,38,22,15,7,11.3,3.8,1.3,4.2,31.5,0.4,1.9,19.5,0.8,1.1,72,0.4,2.1,2.5,0.3,0.3,0.4,0.1,1.3,0,0,2.5
1314,0,0,Mike Muscala,ATL,22,20,10,10,10.7,3.8,1.6,3.7,42.5,0,0.2,0,0.7,0.7,100,0.9,1.8,2.6,0.4,0.6,0.2,0.5,1.5,0,0,-4.6
1314,0,0,Chauncey Billups,DET,37,19,7,12,16.3,3.8,1.3,4.2,30.4,0.7,2.5,29.2,0.5,0.6,83.3,0.2,1.3,1.5,2.2,1.3,0.4,0.1,1.3,0,0,-2.2
1314,0,0,John Lucas III,UTA,31,42,10,32,14.1,3.8,1.5,4.5,32.6,0.6,2,29.8,0.2,0.4,62.5,0.3,0.6,0.9,1,0.5,0.3,0,1,0,0,-4
1314,0,0,Miroslav Raduljica,MIL,26,48,7,41,9.7,3.8,1.4,2.6,54,0,0,0,0.9,1.1,81.8,1.1,1.1,2.3,0.5,0.6,0.1,0.3,1.8,0,0,-1.1
1314,0,0,Nando De Colo,TOR,27,47,36,11,10.5,3.8,1.4,3.3,41.8,0.4,1.1,34,0.7,0.7,88.6,0.3,1.3,1.6,1.4,0.7,0.5,0.1,1,0,0,0
1314,0,0,Udonis Haslem,MIA,34,46,30,16,14.2,3.8,1.6,3.2,50.7,0,0,0,0.5,1,56.8,0.9,2.9,3.8,0.3,0.5,0.2,0.3,1.7,0,0,-1.5
1314,0,0,Dennis Schroder,ATL,20,49,21,28,13.1,3.7,1.5,3.8,38.3,0.2,0.9,23.8,0.6,0.9,67.4,0.1,1.1,1.2,1.9,1.2,0.3,0,1.1,0,0,-4.2
1314,0,0,Chris Copeland,IND,30,41,25,16,6.5,3.7,1.3,2.9,47,0.8,1.9,41.8,0.2,0.3,71.4,0.2,0.6,0.8,0.4,0.3,0.1,0.2,0.9,0,0,-0.1
1314,0,0,Archie Goodwin,PHX,19,52,32,20,10.2,3.7,1.5,3.2,45.5,0.1,0.7,13.9,0.7,1.1,67.3,0.5,1.2,1.7,0.4,0.8,0.4,0.2,0.9,0,0,-1.7
1314,0,0,Ish Smith,PHX,25,70,39,31,14.4,3.7,1.7,4,42.3,0,0.3,4.3,0.3,0.6,56.4,0.4,1.4,1.8,2.6,0.9,0.7,0.2,0.9,0,0,-0.2
1314,0,0,Reggie Williams,OKC,27,3,3,0,5.6,3.7,1.7,3,55.6,0.3,1,33.3,0,0,0,0,0,0,0.3,0.7,0.3,0,0.3,0,0,-1.7
1314,0,0,Jan Vesely,DEN,24,54,22,32,14.4,3.6,1.6,3.2,51.4,0,0,0,0.4,1,33.9,1.5,2,3.5,0.4,0.7,1,0.6,2.2,0,0,-2.1
1314,0,0,Doron Lamb,ORL,22,53,13,40,13.1,3.6,1.2,3,39.4,0.7,1.7,40,0.5,0.7,80.6,0.2,0.8,0.9,0.8,0.5,0.2,0,1,0,0,0
1314,0,0,Jeremy Tyler,NYK,23,41,20,21,9.7,3.6,1.5,2.8,51.7,0,0,0,0.6,1.2,54.2,0.9,1.7,2.7,0.2,0.6,0.1,0.5,1.7,1,0,-1.3
1314,0,0,Ian Mahinmi,IND,27,77,51,26,16.2,3.5,1.2,2.5,48.1,0,0,0,1.2,1.9,62.1,1.4,1.9,3.3,0.3,0.8,0.5,0.9,2.7,0,0,0.1
1314,0,0,Luc Mbah a Moute,MIN,27,64,31,33,15.7,3.5,1.4,3,45.1,0.1,0.3,23.5,0.7,1,68.7,0.9,1.4,2.3,0.6,0.6,0.5,0.2,1.1,0,0,-2.4
1314,0,0,James Southerland,NOP,24,4,2,2,7.5,3.5,1.3,3.8,33.3,0.8,1.5,50,0.3,0.5,50,0,2,2,0,0.3,0.3,0.5,0.8,0,0,1.8
1314,0,0,Diante Garrett,UTA,25,71,23,48,14.8,3.5,1.4,3.7,38.1,0.5,1.4,37.5,0.1,0.2,83.3,0.2,1.2,1.4,1.7,1.1,0.6,0.1,1.1,0,0,-1.6
1314,0,0,Perry Jones III,OKC,22,62,45,17,12.3,3.5,1.3,2.9,45.9,0.4,1,36.1,0.5,0.7,66.7,0.5,1.4,1.8,0.4,0.3,0.2,0.3,1,0,0,0.9
1314,0,0,Greg Smith,HOU,23,11,7,4,9.1,3.5,1.6,2.5,64.3,0,0,0,0.2,0.5,40,1,1.5,2.5,0,0.5,0.1,0.2,1.5,0,0,-1.5
1314,0,0,Ekpe Udoh,MIL,27,42,7,35,19.1,3.4,1.4,3.4,39.9,0,0,0,0.7,1.1,63.8,1.5,2.1,3.5,0.7,0.9,0.4,1,2.3,1,0,-4
1314,0,0,Robbie Hummel,MIN,25,53,26,27,12.4,3.4,1.3,3.3,37.9,0.6,1.7,36,0.3,0.3,93.8,0.7,1.8,2.5,0.4,0.2,0.3,0,1.1,0,0,0.7
1314,0,0,Kendrick Perkins,OKC,29,62,48,14,19.5,3.4,1.4,3.1,45.1,0,0,0,0.6,1.1,55.2,1.3,3.6,4.9,1.1,1.5,0.4,0.5,2.9,0,0,0.7
1314,0,0,James Nunnally,PHI,23,13,3,10,12.7,3.4,1.2,3.5,32.6,0.6,1.9,32,0.5,0.7,66.7,0.1,1.4,1.5,0.6,0.5,0.5,0.2,0.8,0,0,-2.9
1314,0,0,Joel Freeland,POR,27,52,37,15,14,3.3,1.5,3.1,47.5,0,0,0,0.4,0.6,69,1.7,2.3,4,0.7,0.6,0.2,0.4,1.8,0,0,0.5
1314,0,0,Steve Novak,TOR,31,54,28,26,10,3.3,1.1,2.7,41.1,1,2.3,42.6,0.1,0.1,100,0.1,0.9,1.1,0.2,0.1,0.2,0.1,0.8,0,0,1.4
1314,0,0,Jeff Ayres,SAS,27,73,55,18,13,3.3,1.4,2.4,58,0,0,0,0.5,0.8,69.1,1.2,2.3,3.5,0.8,0.9,0.2,0.3,2,0,0,1.6
1314,0,0,Jeff Withey,NOP,24,58,21,37,11.8,3.3,1.2,2.2,53.5,0,0,0,0.9,1.3,71.2,0.8,1.7,2.6,0.4,0.3,0.3,0.9,1.3,0,0,0.5
1314,0,0,Steven Adams,OKC,20,81,59,22,14.8,3.3,1.1,2.3,50.3,0,0,0,1,1.7,58.1,1.8,2.3,4.1,0.5,0.9,0.5,0.7,2.5,1,0,0.7
1314,0,0,Justin Hamilton,MIA,24,8,4,4,9,3.3,1.1,2.5,45,0.4,1.1,33.3,0.6,0.6,100,0.5,0.4,0.9,0,0.5,0.6,0,1,0,0,-2.9
1314,0,0,Matt Bonner,SAS,34,61,43,18,11.3,3.2,1.2,2.7,44.5,0.7,1.6,42.9,0.1,0.2,75,0.3,1.9,2.1,0.5,0.3,0.2,0.2,0.8,1,0,1.8
1314,0,0,Wayne Ellington,DAL,26,45,23,22,8.7,3.2,1.2,2.8,43.7,0.6,1.3,42.4,0.2,0.2,90.9,0.2,0.8,1,0.4,0.2,0.4,0,0.7,0,0,-0.6
1314,0,0,Jason Maxiell,ORL,31,34,7,27,14.4,3.2,1.4,3.1,44.8,0,0,0,0.4,0.9,48.4,0.8,1.7,2.5,0.3,0.4,0.2,0.6,1.4,0,0,-2.6
1314,0,0,Dewayne Dedmon,ORL,24,31,7,24,12.6,3.1,1.2,2.7,45.8,0,0,0,0.7,1,65.6,1.2,2.9,4.1,0.2,0.6,0.2,0.7,2.1,0,0,-2
1314,0,0,John Jenkins,ATL,23,13,6,7,12.1,3.1,1.2,3.2,38.1,0.3,1.4,22.2,0.3,0.3,100,0.2,1.5,1.7,0.8,0.8,0.1,0.1,0.8,0,0,-2
1314,0,0,Dwight Buycks,TOR,25,14,5,9,10.4,3.1,1.1,3.4,31.3,0.4,1.2,29.4,0.6,0.6,88.9,0.3,1.4,1.6,0.7,0.7,0.6,0,0.8,0,0,0
1314,0,0,Aron Baynes,SAS,27,53,41,12,9.3,3,1.3,3.1,43.6,0,0,0,0.4,0.4,90.5,1.1,1.7,2.7,0.6,0.7,0,0.1,1.5,0,0,0.5
1314,0,0,Hedo Turkoglu,LAC,35,38,27,11,10.3,3,1.1,2.9,38.5,0.6,1.3,44,0.2,0.5,50,0.3,2.1,2.3,0.9,0.4,0.5,0.3,1.3,0,0,0.2
1314,0,0,Chris Singleton,WAS,24,25,13,12,10,3,1,2.7,37.3,0.3,0.8,36.8,0.7,1,72,0.7,1.5,2.2,0.2,0.7,0.4,0.1,1,0,0,-2.6
1314,0,0,Arnett Moultrie,PHI,23,12,0,12,15.6,3,1.3,3.2,42.1,0,0,0,0.3,0.4,80,0.9,2,2.9,0.2,0.6,0.7,0.3,1.8,0,0,-4.8
1314,0,0,Austin Daye,SAS,26,22,16,6,6.7,3,1.1,3.1,35.3,0.5,1.7,32.4,0.3,0.5,60,0.2,1,1.2,0.4,0.2,0.2,0.2,0.8,0,0,0.1
1314,0,0,Melvin Ely,NOP,36,2,2,0,13.6,3,1.5,3,50,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0.5,2.5,0,0,-7.5
1314,0,0,Roger Mason Jr.,MIA,33,25,18,7,10.4,3,1,2.7,37.3,0.7,1.9,35.4,0.3,0.3,100,0,0.8,0.9,0.8,0.4,0.2,0,1,0,0,-0.2
1314,0,0,Ian Clark,UTA,23,23,3,20,7.5,3,1.1,2.9,38.8,0.5,1.3,35.5,0.2,0.3,71.4,0.1,0.7,0.8,0.7,0.6,0.3,0.1,1,0,0,0.7
1314,0,0,Daniel Orton,PHI,23,22,7,15,11.4,3,1,2.1,44.7,0,0,0,1,1.4,76.7,0.7,2,2.8,0.7,0.8,0.3,0.7,1.7,1,0,-1.6
1314,0,0,Greg Oden,MIA,26,23,16,7,9.2,2.9,1.2,2.1,55.1,0,0,0,0.6,1,56.5,1,1.3,2.3,0,0.5,0.3,0.6,2.3,0,0,-1.4
1314,0,0,Glen Rice,WAS,23,11,2,9,9.9,2.9,1,3.4,29.7,0.5,1.5,29.4,0.5,0.6,71.4,0.4,1.5,1.8,0.6,0.8,0.5,0.1,0.6,0,0,1.2
1314,0,0,Josh Harrellson,DET,25,32,12,20,9.9,2.9,1.2,2.6,46.3,0.4,1,38.7,0.2,0.2,71.4,0.9,1.4,2.4,0.5,0.3,0.2,0.5,1.4,0,0,0.2
1314,0,0,Greg Stiemsma,NOP,28,55,21,34,18.3,2.9,1.3,2.2,57.4,0,0,0,0.3,0.6,59.4,1.3,2.8,4.1,0.7,0.8,0.6,1,3.1,0,0,-3.1
1314,0,0,Bismack Biyombo,CHA,21,77,42,35,13.9,2.9,1.1,1.9,61.1,0,0,0,0.6,1.2,51.7,1.4,3.4,4.8,0.1,0.5,0.1,1.1,1.6,1,0,-0.5
1314,0,0,Phil Pressey,BOS,23,75,23,52,15.1,2.8,1,3.4,30.8,0.4,1.4,26.4,0.4,0.6,64.4,0.3,1.1,1.4,3.2,1.2,0.9,0.1,1.3,2,0,-0.3
1314,0,0,Brandon Davies,PHI,22,51,15,36,11.3,2.8,1.1,2.5,42.2,0,0.2,20,0.7,1,64.2,0.7,1.4,2.1,0.5,0.7,0.5,0.2,1.8,0,0,-0.7
1314,0,0,Shane Larkin,DAL,21,48,26,22,10.2,2.8,1.1,2.9,38,0.3,0.8,31.6,0.3,0.5,64,0.2,0.6,0.9,1.5,0.8,0.5,0,1,0,0,1.3
1314,0,0,Toure' Murry,NYK,24,51,26,25,7.3,2.7,1.1,2.5,43.4,0.1,0.2,41.7,0.5,0.8,59,0.3,0.6,0.9,1,0.7,0.4,0,0.9,0,0,-0.6
1314,0,0,Rasual Butler,IND,35,50,30,20,7.6,2.7,1,2.2,46.4,0.5,1.2,41.9,0.2,0.3,57.1,0.1,0.7,0.8,0.3,0.2,0.1,0.2,0.6,0,0,-0.9
1314,0,0,Carrick Felix,CLE,23,7,2,5,5.4,2.7,1,2,50,0.3,0.7,40,0.4,0.6,75,0.1,0.7,0.9,0.6,0.6,0,0,0.6,0,0,0.6
1314,0,0,Quincy Acy,SAC,23,63,22,41,13.5,2.7,1,2.2,46.8,0.1,0.2,26.7,0.6,0.8,66,1.1,2.3,3.4,0.4,0.5,0.4,0.4,1.9,0,0,-2.2
1314,0,0,Marquis Teague,BKN,21,40,20,20,11.1,2.7,1,3,31.9,0.1,0.5,27.8,0.7,0.9,74.3,0,1,1,1.5,1,0.3,0.1,1.2,0,0,-1.7
1314,0,0,Reggie Bullock,LAC,23,43,30,13,9.2,2.7,1,2.8,35.5,0.5,1.7,30.1,0.2,0.2,77.8,0.3,1,1.3,0.3,0.3,0.2,0,0.6,0,0,-0.3
1314,0,0,Eric Maynor,PHI,27,31,11,20,10.5,2.6,1,3.3,31.7,0.4,1.2,32.4,0.2,0.4,54.5,0.3,1,1.3,1.7,0.9,0.3,0.1,0.5,0,0,-5.5
1314,0,0,Sasha Vujacic,LAC,30,2,1,1,5.2,2.5,1,2.5,40,0.5,1,50,0,0,0,0,1.5,1.5,0,1.5,0.5,0,0.5,0,0,-6
1314,0,0,Lorenzo Brown,PHI,23,26,2,24,8.6,2.5,1,3.3,30.2,0.1,1.2,10,0.3,0.5,69.2,0.3,0.8,1.1,1.6,0.6,0.5,0.1,0.7,0,0,0
1314,0,0,Meyers Leonard,POR,22,40,20,20,8.9,2.5,1,2.3,45.1,0,0.2,0,0.4,0.5,76.2,0.7,2.1,2.8,0.5,0.4,0.2,0.1,1.9,0,0,-2.1
1314,0,0,Gigi Datome,DET,26,34,9,25,7,2.4,1,2.9,35.1,0.2,1.1,17.9,0.2,0.3,80,0.4,0.9,1.4,0.3,0.3,0.2,0,0.6,0,0,1.1
1314,0,0,Ronnie Price,ORL,31,31,9,22,12.2,2.4,0.9,3,30.4,0.3,1.4,20.9,0.3,0.4,69.2,0.3,1.1,1.4,2.1,0.8,0.8,0.1,1.6,0,0,-0.7
1314,0,0,Gal Mekel,DAL,26,31,18,13,9.4,2.4,1,2.8,34.9,0.2,0.6,25,0.3,0.4,66.7,0.2,0.7,0.9,2,1,0.1,0,1,0,0,0
1314,0,0,Adonis Thomas,PHI,21,6,2,4,6.3,2.3,1,2.3,42.9,0.2,0.8,20,0.2,0.2,100,0,0.5,0.5,0.5,0.2,0,0,1,0,0,1.3
1314,0,0,DJ Stephens,MIL,23,3,0,3,4.9,2.3,1,2.3,42.9,0,0,0,0.3,0.3,100,0.3,1.3,1.7,0,0,0,0,0,0,0,0.3
1314,0,0,Ryan Hollins,LAC,29,61,43,18,7.9,2.3,0.9,1.2,73.6,0,0,0,0.6,0.9,62.5,0.5,1,1.5,0.1,0.5,0.1,0.5,1.4,0,0,0.1
1314,0,0,Rudy Gobert,UTA,22,45,7,38,9.6,2.3,0.8,1.6,48.6,0,0,0,0.7,1.4,49.2,1.1,2.3,3.4,0.2,0.7,0.2,0.9,1.3,0,0,-0.5
1314,0,0,Donald Sloan,IND,26,48,31,17,8.2,2.3,0.9,2.4,37.6,0.2,0.9,23.8,0.3,0.4,60,0.1,0.8,0.9,1,0.5,0.2,0,0.4,0,0,-1.6
1314,0,0,Dionte Christmas,PHX,27,31,15,16,6.4,2.3,0.7,2,35.5,0.3,1,29,0.6,0.8,75,0.4,0.8,1.2,0.3,0.2,0.1,0.1,0.6,0,0,-0.7
1314,0,0,Robert Covington,HOU,23,7,4,3,4.8,2.3,0.9,2,42.9,0.6,1.6,36.4,0,0,0,0.3,0.4,0.7,0,0.1,0.3,0,0.4,0,0,2.4
1314,0,0,Landry Fields,TOR,26,30,14,16,10.7,2.3,0.9,2.2,40.3,0,0.2,0,0.5,0.7,63.6,0.5,1.5,2,0.7,0.4,0.3,0.1,0.8,0,0,-1.2
1314,0,0,Peyton Siva,DET,23,24,9,15,9.3,2.3,0.8,2.4,31.6,0.3,1,28,0.5,0.6,73.3,0.1,0.5,0.6,1.4,0.8,0.4,0,1.1,0,0,-1.3
1314,0,0,Victor Claver,POR,25,21,13,8,8.7,2.2,0.8,2,40.5,0.1,0.9,16.7,0.5,0.5,90.9,0.4,1.4,1.9,0.6,0.5,0.1,0.1,0.8,0,0,1
1314,0,0,Orlando Johnson,SAC,25,45,34,11,8.7,2.2,0.8,2.5,31.9,0.2,1,19.1,0.4,0.6,73.1,0.2,1,1.2,0.4,0.3,0.1,0,0.6,0,0,-0.5
1314,0,0,Allen Crabbe,POR,22,15,12,3,6.7,2.2,0.8,2.2,36.4,0.4,0.9,42.9,0.2,0.3,75,0.1,0.5,0.6,0.4,0.2,0.1,0.1,0.7,0,0,0.1
1314,0,0,Shannon Brown,NYK,28,29,19,10,8.7,2.2,0.8,2.3,36.4,0,0.1,0,0.5,0.7,71.4,0.2,0.7,1,0.3,0.6,0.4,0,0.8,0,0,-2.4
1314,0,0,Chuck Hayes,TOR,31,61,33,28,12.4,2.2,0.9,2.1,43.1,0,0,0,0.3,0.4,80,1.1,2.3,3.4,0.6,0.5,0.6,0.2,1.6,1,0,1
1314,0,0,Otto Porter Jr.,WAS,21,37,20,17,8.6,2.1,0.9,2.5,36.3,0.1,0.6,19,0.2,0.3,66.7,0.6,1,1.5,0.3,0.4,0.2,0,0.7,0,0,-0.2
1314,0,0,Brandon Rush,UTA,28,38,13,25,11,2.1,0.8,2.4,33.3,0.4,1.2,34,0.1,0.1,60,0.1,1,1.2,0.6,0.5,0.1,0.2,0.8,0,0,-2.5
1314,0,0,Alex Len,PHX,21,42,24,18,8.6,2,0.8,1.9,42.3,0,0,0,0.5,0.7,64.5,0.9,1.4,2.4,0.1,0.6,0.1,0.4,1.6,0,0,-1.3
1314,0,0,Jared Cunningham,SAC,23,13,5,8,6.2,2,0.5,1.6,28.6,0.1,0.5,14.3,1,1.2,81.3,0.1,0.4,0.5,0.6,0.2,0.2,0,1.2,0,0,-0.2
1314,0,0,Lou Amundson,CHI,31,19,11,8,9.7,2,0.8,1.7,50,0,0,0,0.3,1.3,25,1.5,1.4,2.9,0.3,0.7,0.5,0.6,2.6,0,0,-1.6
1314,0,0,Tony Mitchell,MIL,24,3,0,3,3.3,2,1,1.7,60,0,0.3,0,0,0,0,0.3,0,0.3,0.3,0,0.3,0,0,0,0,0.7
1314,0,0,Cole Aldrich,NYK,25,46,26,20,7.2,2,0.7,1.3,54.1,0,0,0,0.6,0.7,86.7,0.8,2,2.8,0.3,0.4,0.2,0.7,0.9,3,0,-0.4
1314,0,0,Keith Bogans,BOS,34,6,1,5,9.2,2,0.5,1,50,0.5,1,50,0.5,0.5,100,0,0.5,0.5,0.5,0.2,0.2,0,0.3,0,0,-0.8
1314,0,0,DeAndre Liggins,MIA,26,1,1,0,1.4,2,1,1,100,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1314,0,0,Andre Roberson,OKC,22,40,30,10,10,1.9,0.8,1.7,48.5,0.1,0.3,15.4,0.2,0.3,70,0.9,1.5,2.4,0.4,0.5,0.5,0.3,1.9,0,0,0.7
1314,0,0,Malcolm Thomas,UTA,25,8,2,6,7.9,1.9,0.9,2,43.8,0.1,0.5,25,0,0.3,0,0.6,2,2.6,0.3,1.1,0,0.4,0.6,0,0,0.6
1314,0,0,Jamaal Franklin,MEM,22,21,11,10,7.7,1.9,0.8,1.9,41,0.2,0.5,45.5,0.1,0.1,100,0.2,0.9,1.1,0.3,0.5,0.2,0.1,1.1,0,0,0.6
1314,0,0,Garrett Temple,WAS,28,75,40,35,8.5,1.8,0.7,1.9,36.2,0.1,0.4,20.7,0.4,0.6,69.8,0.3,0.6,0.9,1,0.6,0.5,0.1,1,0,0,-1.1
1314,0,0,Aaron Gray,SAC,29,37,12,25,9.6,1.8,0.7,1.6,44.3,0,0,0,0.3,0.5,55,1.1,1.9,3,0.6,0.8,0.3,0.2,1.7,0,0,-2.3
1314,0,0,Ricky Ledo,DAL,21,11,5,6,3,1.7,0.5,1.5,35.3,0.3,0.7,37.5,0.4,0.4,100,0,0.2,0.2,0.2,0.2,0.1,0,0.2,0,0,0.8
1314,0,0,Sergey Karasev,CLE,20,22,7,15,7.1,1.7,0.5,1.6,34.3,0.2,0.9,21.1,0.4,0.5,90,0,0.7,0.7,0.3,0.5,0.1,0,1,0,0,-2.2
1314,0,0,Solomon Hill,IND,23,28,17,11,8.1,1.7,0.6,1.4,42.5,0.3,0.8,30.4,0.2,0.3,85.7,0.3,1.1,1.5,0.4,0.5,0.2,0.1,0.7,0,0,0.4
1314,0,0,Stephen Jackson,LAC,36,9,6,3,11.9,1.7,0.7,2.9,23.1,0.1,1.6,7.1,0.2,0.4,50,0.2,0.9,1.1,0.6,0.7,0.7,0.1,1.2,0,0,2.8
1314,0,0,Vander Blue,BOS,21,3,1,2,4.9,1.7,0.7,1.3,50,0,0.3,0,0.3,1.7,20,0,1,1,0.3,0.7,0,0,0.3,0,0,2
1314,0,0,Hilton Armstrong,GSW,29,15,12,3,6.4,1.7,0.6,1.3,47.4,0,0,0,0.5,1.1,43.8,1.3,1.9,3.1,0.3,0.4,0.3,0.3,0.7,1,0,1.1
1314,0,0,Chris Babb,BOS,24,14,3,11,9.5,1.6,0.6,2.1,26.7,0.4,1.9,22.2,0,0,0,0.3,0.9,1.2,0.2,0.2,0.4,0,0.9,0,0,-1.2
1314,0,0,AJ Price,MIN,27,28,15,13,3.5,1.6,0.7,1.6,41.3,0.2,0.8,27.3,0,0.1,0,0,0.3,0.4,0.5,0.3,0,0,0.2,0,0,0
1314,0,0,Nazr Mohammed,CHI,36,80,47,33,7,1.6,0.7,1.6,42.9,0,0,0,0.2,0.4,53.3,0.8,1.4,2.2,0.3,0.5,0.2,0.4,1,0,0,-0.2
1314,0,0,Seth Curry,CLE,23,2,1,1,6.5,1.5,0.5,1.5,33.3,0.5,0.5,100,0,0,0,0,0.5,0.5,0,0,1,0,0,0,0,0.5
