Season,Position,AllTeam,PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,+/-
1617,0,0,Matthew Dellavedova,MIL,26,76,39,37,26.1,7.6,2.7,7,39,1,2.8,36.7,1.1,1.3,85.4,0.3,1.6,1.9,4.7,1.8,0.7,0,2,0,0,-1
1617,0,0,Luol Deng,LAL,32,56,18,38,26.5,7.6,2.9,7.6,38.7,0.9,2.9,30.9,0.8,1.1,73,1.1,4.1,5.3,1.3,0.8,0.9,0.4,1.1,5,0,-3.5
1617,0,0,Andre Iguodala,GSW,33,76,64,12,26.3,7.6,2.9,5.5,52.8,0.8,2.3,36.2,0.9,1.3,70.6,0.7,3.3,4,3.4,0.8,1,0.5,1.3,0,0,6.9
1617,0,0,Manu Ginobili,SAS,39,69,51,18,18.7,7.5,2.5,6.4,39,1.3,3.3,39.2,1.2,1.6,80.4,0.4,1.9,2.3,2.7,1.4,1.2,0.2,1.7,0,0,3.7
1617,0,0,Ivica Zubac,LAL,20,38,8,30,16,7.5,3.3,6.3,52.9,0,0.1,0,0.8,1.3,65.3,1.1,3.1,4.2,0.8,0.8,0.4,0.9,1.7,4,0,-3.5
1617,0,0,Iman Shumpert,CLE,26,76,48,28,25.5,7.5,2.6,6.4,41.1,1.2,3.4,36,0.9,1.2,78.9,0.5,2.4,2.9,1.4,1,0.8,0.4,2,0,0,0.6
1617,0,0,Isaiah Whitehead,BKN,22,73,17,56,22.5,7.4,2.8,7,40.2,0.6,2,29.5,1.2,1.5,80.5,0.4,2.1,2.5,2.6,1.9,0.6,0.5,2.4,1,0,-1.6
1617,0,0,Timofey Mozgov,LAL,30,54,16,38,20.4,7.4,3.1,6.1,51.5,0,0,0,1.2,1.4,80.8,1.9,3,4.9,0.8,1.3,0.3,0.6,2.5,1,0,-3.6
1617,0,0,Alan Williams,PHX,24,47,11,36,15.1,7.4,2.9,5.7,51.7,0,0,0,1.5,2.4,62.5,2,4.2,6.2,0.5,0.8,0.6,0.7,2.7,15,0,0
1617,0,0,Archie Goodwin,BKN,22,15,8,7,14.3,7.3,2.4,4.4,54.5,0.3,1,33.3,2.2,2.8,78.6,0.5,1.4,1.9,1.6,0.9,0.3,0.3,0.5,0,0,-2.4
1617,0,0,Spencer Dinwiddie,BKN,24,59,13,46,22.6,7.3,2.3,5.1,44.4,0.6,1.7,37.6,2.1,2.7,79.2,0.5,2.3,2.8,3.1,1.1,0.7,0.4,2,0,0,-2.3
1617,0,0,Danny Green,SAS,29,68,51,17,26.6,7.3,2.6,6.6,39.2,1.7,4.6,37.9,0.4,0.5,84.4,0.5,2.8,3.3,1.8,1.1,1,0.8,1.8,0,0,3.9
1617,0,0,David Lee,SAS,34,79,58,21,18.7,7.3,3.1,5.3,59,0,0,0,1,1.4,70.8,1.9,3.7,5.6,1.6,1,0.4,0.5,1.6,7,0,4
1617,0,0,Tyler Ulis,PHX,21,61,15,46,18.4,7.3,3,7.2,42.1,0.3,1.3,26.6,0.9,1.2,77.5,0.3,1.2,1.6,3.7,1.3,0.8,0.1,1.2,6,0,-2.3
1617,0,0,Rodney Stuckey,IND,31,39,17,22,17.9,7.2,2.3,6.3,37.3,0.5,1.5,31.7,2.1,2.7,74.8,0.2,2,2.2,2.2,1.4,0.4,0,1.1,0,0,-0.9
1617,0,0,Thabo Sefolosha,ATL,33,62,32,30,25.7,7.2,2.8,6.4,44.1,0.7,1.9,34.2,0.9,1.2,73.3,0.9,3.5,4.4,1.7,0.9,1.5,0.5,1.6,0,0,-1
1617,0,0,Tim Frazier,NOP,26,65,26,39,23.5,7.1,2.5,6.2,40.3,0.6,2,31.3,1.5,2,76,0.5,2.1,2.7,5.2,1.6,0.9,0.1,2,7,1,-1.3
1617,0,0,Larry Nance Jr.,LAL,24,63,21,42,22.9,7.1,3,5.7,52.6,0.2,0.6,27.8,0.9,1.3,73.8,1.9,4,5.9,1.5,0.9,1.3,0.6,2.4,7,0,-2.1
1617,0,0,Brandon Jennings,WAS,27,81,37,44,22.2,7.1,2.4,6.6,35.9,1,3.1,31.3,1.4,1.9,75,0.4,2.1,2.4,4.9,1.6,0.9,0,1.4,3,0,-0.8
1617,0,0,Matt Barnes,GSW,37,74,38,36,24,7.1,2.5,6.4,39.1,1.2,3.6,33.1,0.9,1.2,78.7,0.9,4.2,5.2,2.6,1.4,0.6,0.4,2.5,4,0,-0.9
1617,0,0,Justin Anderson,PHI,23,75,24,51,16.4,7.1,2.5,5.9,42.4,0.8,2.6,29.9,1.4,1.7,79.1,0.9,2.3,3.3,0.9,0.9,0.5,0.3,1.5,0,0,-2.6
1617,0,0,Anthony Tolliver,SAC,31,65,26,39,22.7,7.1,2.4,5.4,44.2,1.4,3.5,39.1,0.9,1.3,74.4,0.8,2.9,3.6,1.2,0.9,0.5,0.3,1.7,1,0,-1.5
1617,0,0,Joe Ingles,UTA,29,82,51,31,24.1,7.1,2.5,5.5,45.2,1.5,3.4,44.1,0.6,0.8,73.5,0.3,2.9,3.2,2.7,1.3,1.2,0.1,2,0,0,2
1617,0,0,Solomon Hill,NOP,26,80,34,46,29.7,7,2.3,6,38.3,1.2,3.4,34.8,1.3,1.6,80.5,0.6,3.2,3.8,1.8,1,0.9,0.4,2.3,0,0,0
1617,0,0,Josh Huestis,OKC,25,2,0,2,15.4,7,3,5.5,54.5,1,2,50,0,0.5,0,2,2.5,4.5,1.5,0,0,1.5,0,0,0,1.5
1617,0,0,Justin Hamilton,BKN,27,64,14,50,18.4,6.9,2.7,5.9,45.9,0.9,2.8,30.6,0.6,0.8,75,1.1,3,4.1,0.9,0.7,0.5,0.7,1.4,1,0,-4.5
1617,0,0,T.J. McConnell,PHI,25,81,27,54,26.3,6.9,2.9,6.3,46.1,0.1,0.7,20,0.9,1.1,81.1,0.5,2.6,3.1,6.6,2,1.7,0.1,1.7,5,0,-3.9
1617,0,0,Patrick Patterson,TOR,28,65,42,23,24.6,6.8,2.4,5.9,40.1,1.4,3.9,37.2,0.7,0.9,71.7,1,3.6,4.5,1.2,0.6,0.6,0.4,1.8,1,0,5.4
1617,0,0,Ian Clark,GSW,26,77,63,14,14.8,6.8,2.7,5.6,48.7,0.8,2.1,37.4,0.6,0.8,75.9,0.3,1.3,1.6,1.2,0.7,0.5,0.1,1,0,0,0.5
1617,0,0,Bobby Portis,CHI,22,64,30,34,15.6,6.8,2.9,5.9,48.8,0.5,1.5,33.3,0.6,0.9,66.1,1.2,3.5,4.6,0.5,0.6,0.3,0.2,1.5,5,0,-1.3
1617,0,0,Jared Dudley,PHX,31,64,17,47,21.3,6.8,2.5,5.4,45.4,1.2,3.2,37.9,0.7,1,66.2,0.5,3,3.5,1.9,1.1,0.7,0.3,2.4,0,0,-0.7
1617,0,0,Lance Stephenson,IND,26,18,8,10,20.1,6.8,3,6.7,45,0.3,1.1,30,0.4,0.7,61.5,0.2,2.7,2.9,3.3,1.4,0.3,0.2,1.8,0,0,0.6
1617,0,0,John Henson,MIL,26,58,26,32,19.4,6.8,2.7,5.3,51.5,0,0,0,1.3,1.8,69.2,1.6,3.5,5.1,1,0.9,0.5,1.3,2.6,0,0,-0.8
1617,0,0,Brandan Wright,MEM,29,28,14,14,16,6.8,3,4.8,61.5,0,0,0,0.8,1.3,65.7,1.1,1.7,2.8,0.5,0.4,0.4,0.7,1.5,0,0,1.3
1617,0,0,Alec Burks,UTA,25,42,26,16,15.5,6.7,2.4,5.9,39.9,0.6,1.8,32.9,1.4,1.9,76.9,0.4,2.5,2.9,0.7,0.8,0.4,0.1,1.2,0,0,0
1617,0,0,Raymond Felton,LAC,32,80,50,30,21.2,6.7,2.8,6.4,43,0.6,1.8,31.9,0.6,0.8,78.1,0.4,2.3,2.7,2.4,1,0.8,0.3,1.6,0,0,-2
1617,0,0,Devin Harris,DAL,34,65,29,36,16.7,6.7,2.1,5.2,39.9,0.9,2.7,32.8,1.6,2,82.9,0.2,1.8,2,2.1,0.9,0.7,0.1,1.6,0,0,0.6
1617,0,0,James Ennis III,MEM,26,64,32,32,23.4,6.7,2.3,5,45.5,0.8,2.1,37.2,1.3,1.7,78.2,1.1,3,4,1,0.9,0.7,0.3,2.6,1,0,0.7
1617,0,0,Dwight Powell,DAL,25,77,30,47,17.3,6.7,2.5,4.9,51.5,0.3,1,28.4,1.4,1.8,75.9,1.2,2.8,4,0.6,0.4,0.8,0.5,1.8,2,0,-2.2
1617,0,0,PJ Tucker,TOR,32,81,35,46,27.6,6.7,2.5,6,41.3,0.9,2.4,35.7,0.9,1.1,77.4,1.4,4.4,5.8,1.2,0.8,1.4,0.2,2.4,3,0,-0.9
1617,0,0,Marcus Thornton,WAS,29,33,15,18,17.4,6.6,2.5,6.4,40,0.8,2.4,35,0.7,0.8,85.2,0.7,1.6,2.3,1.2,0.8,0.6,0.1,1.5,0,0,-4.5
1617,0,0,Kosta Koufos,SAC,28,71,27,44,20,6.6,3,5.5,55.1,0,0,0,0.5,0.9,61.3,1.7,4,5.7,0.7,0.9,0.5,0.7,2.4,4,0,-2.2
1617,0,0,Andre Roberson,OKC,25,79,46,33,30.1,6.6,2.7,5.9,46.4,0.6,2.3,24.5,0.6,1.4,42.3,1.2,3.9,5.1,1,0.6,1.2,1,2.6,2,0,1.8
1617,0,0,Jaylen Brown,BOS,20,78,50,28,17.2,6.6,2.5,5.4,45.4,0.6,1.7,34.1,1.1,1.6,68.5,0.6,2.2,2.8,0.8,0.9,0.4,0.2,1.8,0,0,-1.6
1617,0,0,Michael Carter-Williams,CHI,25,45,25,20,18.8,6.6,2.5,6.8,36.6,0.3,1.4,23.4,1.3,1.7,75.3,0.5,2.9,3.4,2.5,1.5,0.8,0.5,2.3,0,0,-0.6
1617,0,0,Dante Cunningham,NOP,30,66,28,38,25,6.6,2.6,5.4,48.5,1.1,2.7,39.2,0.2,0.4,59.3,0.8,3.3,4.2,0.6,0.4,0.6,0.4,1.5,0,0,-0.8
1617,0,0,Sam Dekker,HOU,22,77,52,25,18.4,6.5,2.6,5.6,47.3,0.8,2.4,32.1,0.5,0.9,55.9,1.2,2.5,3.7,1,0.5,0.5,0.3,1.1,0,0,0.9
1617,0,0,Amir Johnson,BOS,30,80,51,29,20.1,6.5,2.7,4.6,57.6,0.3,0.8,40.9,0.8,1.3,67,1.5,3.1,4.6,1.8,1,0.6,0.8,2.6,0,0,2.6
1617,0,0,Timothe Luwawu-Cabarrot,PHI,21,69,23,46,17.2,6.4,2.1,5.2,40.2,0.7,2.3,31.1,1.5,1.8,85.4,0.4,1.8,2.2,1.1,1.1,0.5,0.1,2.2,0,0,-0.9
1617,0,0,Mirza Teletovic,MIL,31,70,36,34,16.2,6.4,2.2,6,37.3,1.5,4.4,34.1,0.5,0.6,77.8,0.2,2.2,2.3,0.7,0.5,0.2,0.2,1.6,0,0,1.1
1617,0,0,Darrell Arthur,DEN,29,41,20,21,15.6,6.4,2.3,5.2,44.2,1.3,2.9,45.3,0.5,0.5,86.4,0.6,2.1,2.7,1,0.9,0.5,0.5,1.9,0,0,-0.6
1617,0,0,Rodney McGruder,MIA,25,78,40,38,25.2,6.4,2.4,5.9,41.3,0.9,2.8,33.2,0.6,0.9,62,1.2,2.1,3.3,1.6,0.7,0.6,0.2,1.8,0,0,0.1
1617,0,0,Kelly Oubre Jr.,WAS,21,79,47,32,20.3,6.3,2.4,5.6,42.1,0.7,2.4,28.7,0.9,1.3,75.8,0.8,2.5,3.3,0.6,0.6,0.7,0.2,2.5,1,0,-0.5
1617,0,0,Kyle O'Quinn,NYK,27,79,29,50,15.6,6.3,2.7,5.2,52.1,0,0.2,11.8,0.8,1.1,77.1,2,3.6,5.6,1.5,1,0.5,1.3,2.2,6,0,-2
1617,0,0,Leandro Barbosa,PHX,34,67,20,47,14.4,6.3,2.6,5.9,43.9,0.5,1.5,35.7,0.6,0.7,88.9,0.2,1.3,1.6,1.2,0.7,0.5,0.1,1.2,0,0,-1
1617,0,0,Mindaugas Kuzminskas,NYK,27,68,24,44,14.9,6.3,2.3,5.4,42.8,0.8,2.5,32.1,0.8,1,80.9,0.7,1.2,1.9,1,0.8,0.4,0.2,1.2,0,0,0
1617,0,0,Dante Exum,UTA,21,66,40,26,18.6,6.2,2.3,5.5,42.7,0.7,2.3,29.5,0.9,1.1,79.5,0.5,1.5,2,1.7,1.2,0.3,0.2,2.2,0,0,0
1617,0,0,Spencer Hawes,MIL,29,54,27,27,14.8,6.2,2.5,5.1,48.4,0.5,1.5,30.9,0.8,1,84.6,0.7,2.8,3.5,1.5,0.9,0.3,0.6,1.4,3,0,-3.2
1617,0,0,Ramon Sessions,CHA,31,50,23,27,16.2,6.2,2,5.3,38,0.4,1.2,33.9,1.8,2.4,77.1,0.2,1.2,1.5,2.6,0.9,0.5,0.1,0.9,0,0,-1.6
1617,0,0,Jonathan Gibson,DAL,29,17,4,13,13.6,6.2,2.1,5.6,36.8,0.9,2.6,33.3,1.2,1.7,72.4,0.1,1.2,1.3,1.5,1.2,0.5,0,1.2,0,0,-4.9
1617,0,0,Mike Muscala,ATL,25,70,36,34,17.7,6.2,2.4,4.8,50.4,0.7,1.6,41.8,0.7,0.9,76.6,1.1,2.3,3.4,1.4,0.8,0.4,0.6,1.4,0,0,-1.1
1617,0,0,Nemanja Bjelica,MIN,28,65,28,37,18.3,6.2,2.3,5.5,42.4,0.9,2.7,31.6,0.7,0.9,73.8,0.9,2.9,3.8,1.2,0.9,0.6,0.3,2.4,3,0,-0.2
1617,0,0,Trey Lyles,UTA,21,71,43,28,16.3,6.2,2.2,6.2,36.2,0.9,2.9,31.9,0.8,1.1,72.2,0.7,2.6,3.3,1,0.9,0.4,0.3,1.4,1,0,0.4
1617,0,0,Jonathon Simmons,SAS,27,78,60,18,17.9,6.2,2.3,5.4,42,0.4,1.3,29.4,1.3,1.7,75,0.3,1.8,2.1,1.6,1,0.6,0.3,1.9,0,0,2.7
1617,0,0,Chandler Parsons,MEM,28,34,18,16,19.8,6.2,2.2,6.5,33.8,0.7,2.7,26.9,1,1.3,81.4,0.2,2.3,2.5,1.6,0.7,0.6,0.1,1.5,0,0,-1.4
1617,0,0,Troy Williams,HOU,22,30,19,11,18.6,6.2,2.4,5.6,43.7,0.6,2.1,29,0.7,1.1,65.6,0.5,1.8,2.3,0.8,1.1,0.9,0.3,2,0,0,-2.5
1617,0,0,JaVale McGee,GSW,29,77,62,15,9.6,6.1,2.7,4.1,65.2,0,0,0,0.7,1.4,50.5,1.3,1.9,3.2,0.2,0.5,0.2,0.9,1.4,0,0,4.1
1617,0,0,Zaza Pachulia,GSW,33,70,58,12,18.1,6.1,2.3,4.4,53.4,0,0,0,1.4,1.8,77.8,2,3.9,5.9,1.9,1.2,0.8,0.5,2.4,4,0,6
1617,0,0,Derrick Williams,CLE,25,50,16,34,16.1,6.1,2.2,4.9,44.3,0.6,1.9,30.9,1.2,1.8,65.2,0.4,2.2,2.6,0.6,0.6,0.3,0.1,1.2,0,0,-1.2
1617,0,0,Glenn Robinson III,IND,23,69,35,34,20.7,6.1,2.3,4.9,46.7,0.7,1.8,39.2,0.8,1.1,71.1,0.8,2.7,3.6,0.7,0.5,0.6,0.3,0.9,3,0,-1.1
1617,0,0,Luc Mbah a Moute,LAC,30,80,49,31,22.3,6.1,2.4,4.7,50.5,0.5,1.4,39.1,0.7,1.1,67.8,0.6,1.6,2.1,0.5,0.6,1,0.4,1.5,0,0,3.3
1617,0,0,David Nwaba,LAL,24,20,5,15,19.9,6,2.4,4.1,58,0.1,0.3,20,1.3,2,64.1,0.9,2.3,3.2,0.7,0.6,0.7,0.4,1.8,0,0,0.6
1617,0,0,Jordan Farmar,SAC,30,2,1,1,17.7,6,2,6,33.3,2,4.5,44.4,0,0,0,0.5,1,1.5,4.5,1.5,1,0,0.5,0,0,-0.5
1617,0,0,Lance Thomas,NYK,29,46,15,31,21,6,2.1,5.3,39.8,0.8,1.8,44.7,0.9,1.1,84.3,0.7,2.4,3.1,0.8,0.5,0.5,0.1,1.8,1,0,-4.4
1617,0,0,Alex Abrines,OKC,23,68,37,31,15.5,6,2,5,39.3,1.4,3.6,38.1,0.6,0.7,89.8,0.3,1,1.3,0.6,0.5,0.5,0.1,1.7,0,0,0
1617,0,0,Bismack Biyombo,ORL,24,81,29,52,22.1,6,2.2,4.2,52.8,0,0,0,1.5,2.9,53.4,1.9,5.1,7,0.9,1.2,0.3,1.1,2.5,10,0,-4.3
1617,0,0,Domantas Sabonis,OKC,21,81,46,35,20.1,5.9,2.4,5.9,39.9,0.6,2,32.1,0.5,0.8,65.7,0.6,3,3.6,1,1,0.5,0.4,2.5,2,0,0.2
1617,0,0,Andrew Harrison,MEM,22,72,38,34,20.5,5.9,1.6,5,32.5,0.6,2.2,27.6,2.1,2.7,76.3,0.3,1.6,1.9,2.8,1.2,0.7,0.3,2.7,0,0,-0.4
1617,0,0,Jerian Grant,CHI,24,63,29,34,16.3,5.9,2,4.8,42.5,0.8,2.1,36.6,1,1.2,89,0.3,1.5,1.8,1.9,0.7,0.7,0.1,1.5,1,0,0.8
1617,0,0,Quincy Acy,BKN,26,38,11,27,14.7,5.8,1.8,4.5,41.2,1,2.4,41.1,1.2,1.6,75,0.5,2.5,3,0.5,0.6,0.4,0.4,1.8,0,0,-1
1617,0,0,Beno Udrih,DET,34,39,18,21,14.4,5.8,2.4,5.1,46.7,0.3,0.8,34.4,0.8,0.9,94.1,0.2,1.3,1.5,3.4,0.9,0.3,0,0.7,0,0,2.2
1617,0,0,Tarik Black,LAL,25,67,24,43,16.3,5.7,2.2,4.4,51,0,0,50,1.2,1.6,75.2,2.1,3,5.1,0.6,0.9,0.4,0.7,2.6,2,0,-0.7
1617,0,0,Taurean Prince,ATL,23,59,28,31,16.6,5.7,1.9,4.8,40,0.6,1.7,32.4,1.3,1.6,78.7,0.4,2.2,2.7,0.9,1,0.7,0.5,1.6,0,0,-0.5
1617,0,0,Jason Smith,WAS,31,74,45,29,14.4,5.7,2.4,4.4,52.9,0.5,1.1,47.4,0.5,0.7,68.6,0.9,2.6,3.5,0.5,0.8,0.3,0.7,2.3,0,0,-0.2
1617,0,0,Richard Jefferson,CLE,36,79,50,29,20.4,5.7,1.9,4.3,44.6,0.8,2.4,33.3,1,1.4,74.1,0.4,2.2,2.6,1,0.7,0.3,0.1,1.9,1,0,1.7
1617,0,0,Quinn Cook,NOP,24,14,9,5,13.4,5.6,2.4,4.7,50,0.8,1.9,42.3,0.1,0.4,40,0.1,0.4,0.5,1.9,0.9,0.3,0,0.9,0,0,-2.9
1617,0,0,Georgios Papagiannis,SAC,19,22,7,15,16.1,5.6,2.5,4.6,54.9,0,0.1,0,0.5,0.6,85.7,1.1,2.8,3.9,0.9,1.1,0.1,0.8,2,2,0,-1.5
1617,0,0,Brandon Bass,LAC,32,52,29,23,11.1,5.6,2.1,3.6,57.5,0,0.1,33.3,1.5,1.7,87.5,0.8,1.7,2.5,0.4,0.6,0.3,0.2,0.9,0,0,-2.7
1617,0,0,Ian Mahinmi,WAS,30,31,19,12,17.9,5.6,2.1,3.6,58.6,0,0,0,1.4,2.4,57.3,1.5,3.3,4.8,0.6,1.1,1.1,0.8,2.9,0,0,1
1617,0,0,Gerald Green,BOS,31,47,32,15,11.4,5.6,2,4.9,40.9,0.8,2.4,35.1,0.7,0.9,80.5,0.3,1.4,1.8,0.7,0.5,0.2,0.1,1,0,0,0.2
1617,0,0,Delon Wright,TOR,25,27,19,8,16.5,5.6,1.8,4.3,42.2,0.4,1.1,33.3,1.6,2,76.4,0.6,1.2,1.8,2.1,0.9,1,0.4,1.1,0,0,3.3
1617,0,0,Terry Rozier,BOS,23,74,47,27,17.1,5.5,2,5.6,36.7,0.8,2.4,31.8,0.7,0.9,77.3,0.5,2.5,3.1,1.8,0.6,0.6,0.1,0.9,1,0,-0.2
1617,0,0,Anthony Morrow,CHI,31,49,25,24,14.6,5.5,2,5.1,38.9,0.8,2.7,30.8,0.7,0.8,91.9,0.2,0.4,0.6,0.5,0.1,0.5,0,0.9,0,0,0.4
1617,0,0,Jerami Grant,OKC,23,80,43,37,19.1,5.5,1.9,4.1,46.3,0.5,1.5,37.1,1.1,1.8,61.2,0.5,2.1,2.6,0.6,0.6,0.4,1,1.9,0,0,-2.3
1617,0,0,Boban Marjanovic,DET,28,35,16,19,8.4,5.5,2.1,3.8,54.5,0,0,0,1.3,1.7,81,1.3,2.4,3.7,0.3,0.3,0.2,0.3,0.7,5,0,0.9
1617,0,0,Paul Zipser,CHI,23,44,21,23,19.2,5.5,2,5,39.8,0.8,2.3,33.3,0.7,0.9,77.5,0.3,2.5,2.8,0.8,0.9,0.3,0.4,1.8,0,0,0.3
1617,0,0,Meyers Leonard,POR,25,74,37,37,16.5,5.4,2,5.1,38.6,1,2.9,34.7,0.5,0.5,87.5,0.4,2.8,3.2,1,0.5,0.2,0.4,2.3,1,0,-0.4
1617,0,0,Joffrey Lauvergne,CHI,25,70,41,29,14,5.4,2.1,4.8,44,0.5,1.4,33.7,0.7,1,63,1,2.6,3.6,1,0.8,0.4,0.1,1.2,0,0,-1.3
1617,0,0,Malcolm Delaney,ATL,28,73,37,36,17.1,5.4,2,5.3,37.4,0.4,1.5,23.6,1,1.3,80.6,0.1,1.5,1.7,2.6,1.3,0.5,0,1.5,0,0,0.5
1617,0,0,Alexis Ajinca,NOP,29,39,15,24,15,5.3,2.3,4.6,50,0,0.1,0,0.7,1,72.5,1.2,3.4,4.5,0.3,0.8,0.5,0.6,2,1,0,-1.5
1617,0,0,Chasson Randle,NYK,24,26,8,18,11.5,5.3,1.5,3.8,40.8,0.6,1.8,34,1.6,1.7,95.3,0.2,1,1.2,1.3,0.7,0.3,0.1,1.5,0,0,-0.4
1617,0,0,Willie Reed,MIA,26,71,39,32,14.5,5.3,2.3,4,56.8,0,0.1,25,0.7,1.2,55.7,1.8,2.9,4.7,0.4,0.4,0.3,0.7,1.9,4,0,0.5
1617,0,0,Derrick Jones Jr.,PHX,20,32,7,25,17,5.3,2.1,3.8,56.2,0.1,0.3,27.3,0.9,1.3,70.7,1.2,1.3,2.5,0.4,0.4,0.4,0.4,2,0,0,1
1617,0,0,Mike Dunleavy,ATL,36,53,34,19,15.9,5.2,1.8,4.2,42.3,1,2.5,39.6,0.7,0.8,80,0.3,1.8,2.2,0.9,0.5,0.3,0.1,1.3,0,0,-0.7
1617,0,0,Randy Foye,BKN,33,69,17,52,18.6,5.2,1.7,4.7,36.3,1,2.9,33,0.8,0.9,85.7,0.1,2.1,2.2,2,1.2,0.5,0.1,1.4,0,0,-3
1617,0,0,Omri Casspi,MIN,28,36,12,24,17.8,5.2,2.1,4.6,47,0.4,1.2,34.9,0.5,0.8,58.6,0.8,2.4,3.1,1,0.8,0.6,0.1,1.4,0,0,-2.9
1617,0,0,Cameron Payne,CHI,22,31,16,15,14.9,5.2,2.1,6.2,33.2,0.9,2.8,31.4,0.2,0.3,62.5,0.1,1.5,1.5,1.8,0.9,0.5,0.1,1.7,0,0,-2.2
1617,0,0,Hollis Thompson,NOP,26,40,12,28,18.8,5.1,1.9,5,38.5,0.8,2.4,33.7,0.5,0.7,65.5,0.5,2.3,2.8,0.9,0.3,0.5,0.2,1.7,0,0,-1.8
1617,0,0,Shaun Livingston,GSW,31,76,63,13,17.7,5.1,2.3,4.2,54.7,0,0,33.3,0.6,0.8,70,0.4,1.6,2,1.8,0.8,0.5,0.3,1.6,0,0,2
1617,0,0,Cheick Diallo,NOP,20,17,9,8,11.7,5.1,2.1,4.5,47.4,0,0,0,0.9,1.2,71.4,1.4,2.9,4.3,0.2,0.4,0.2,0.4,1,3,0,-3.1
1617,0,0,Luis Scola,BKN,37,36,7,29,12.8,5.1,2,4.2,47,0.5,1.4,34,0.7,1,67.6,1.4,2.4,3.9,1,0.9,0.4,0.1,1.8,1,0,-2.3
1617,0,0,Denzel Valentine,CHI,23,57,28,29,17.1,5.1,1.8,5.1,35.4,1.3,3.6,35.1,0.2,0.3,77.8,0.2,2.5,2.6,1.1,0.9,0.5,0.1,1.5,1,0,-0.3
1617,0,0,Dewayne Dedmon,SAS,27,76,55,21,17.5,5.1,2.1,3.4,62.2,0,0,0,0.9,1.2,69.9,1.7,4.8,6.5,0.6,0.8,0.5,0.8,2.4,6,0,2.5
1617,0,0,Wayne Selden,MEM,22,14,6,8,16.9,5.1,1.8,4.1,43.1,0.5,2,25,1,1.6,63.6,0.1,1.1,1.1,0.9,0.9,0.4,0.1,1.3,0,0,-3
1617,0,0,Joakim Noah,NYK,32,46,17,29,22.1,5,2.2,4.4,49,0,0,0,0.7,1.7,43.6,3.5,5.2,8.8,2.2,1.3,0.7,0.8,2.8,5,0,-3.1
1617,0,0,Thomas Robinson,LAL,26,48,15,33,11.7,5,2.2,4.1,53.6,0,0,0,0.6,1.4,47,1.8,2.9,4.6,0.6,1,0.5,0.2,1.6,1,0,-1.8
1617,0,0,Trey Burke,WAS,24,57,35,22,12.3,5,2,4.5,45.5,0.5,1.2,44.3,0.4,0.5,75.9,0.1,0.7,0.8,1.8,0.8,0.2,0.1,0.9,0,0,-2.8
1617,0,0,Anthony Bennett,BKN,24,23,3,20,11.5,5,1.7,4,41.3,0.6,2.1,27.1,1.1,1.6,72.2,1.1,2.3,3.4,0.5,0.5,0.2,0.1,0.8,0,0,-3
1617,0,0,Aaron Brooks,IND,32,65,36,29,13.7,5,1.9,4.6,40.3,0.7,2,37.5,0.5,0.6,80,0.3,0.8,1.1,1.9,1,0.4,0.1,1.4,0,0,-0.5
1617,0,0,Juan Hernangomez,DEN,21,62,30,32,13.6,4.9,1.6,3.6,45.1,0.7,1.8,40.7,0.9,1.2,75,0.7,2.3,3,0.5,0.5,0.5,0.2,1,1,0,-0.5
1617,0,0,Mario Hezonja,ORL,22,65,20,45,14.8,4.9,1.8,5.1,35.5,0.7,2.2,29.9,0.6,0.8,80,0.3,1.9,2.2,1,0.9,0.5,0.2,1.1,0,0,-4.4
1617,0,0,Toney Douglas,MEM,31,24,15,9,16.4,4.9,1.8,4.9,36.8,0.3,1.8,16.7,1,1.2,82.8,0.5,2,2.5,2.3,0.9,0.8,0.2,2.1,0,0,0.5
1617,0,0,Tiago Splitter,PHI,32,8,1,7,9.5,4.9,1.8,3.9,45.2,0.3,0.8,33.3,1.1,1.4,81.8,1,1.8,2.8,0.5,0.8,0.1,0.1,1,0,0,-0.5
1617,0,0,Aron Baynes,DET,30,75,34,41,15.5,4.9,1.9,3.7,51.3,0,0,0,1.1,1.3,84,1.5,3,4.4,0.4,0.7,0.2,0.5,2.2,2,0,1.8
1617,0,0,Josh McRoberts,MIA,30,22,6,16,17.3,4.9,2,5.4,37.3,0.6,1.4,41.9,0.3,0.4,66.7,1,2.3,3.4,2.3,1,0.5,0.2,1.4,0,0,-3.3
1617,0,0,Jarell Eddie,PHX,25,5,0,5,12.5,4.8,1.2,3.8,31.6,0.8,3.2,25,1.6,1.8,88.9,0.2,1.2,1.4,0,0.2,0.2,0,0.2,0,0,-1
1617,0,0,Cristiano Felicio,CHI,24,66,31,35,15.8,4.8,1.9,3.3,57.9,0,0,0,0.9,1.4,64.5,1.9,2.8,4.7,0.6,0.5,0.4,0.3,1.7,3,0,-0.5
1617,0,0,Luke Babbitt,MIA,27,68,35,33,15.7,4.8,1.7,4.1,40.2,1.3,3.1,41.4,0.2,0.2,73.3,0.2,1.9,2.1,0.5,0.4,0.3,0.2,1.7,0,0,-0.1
1617,0,0,Kevin Seraphin,IND,27,49,23,26,11.4,4.7,2.2,4,55.1,0,0,0,0.3,0.4,63.6,0.8,2.1,2.9,0.5,0.6,0.1,0.4,1.3,0,0,-2.1
